Gene,Diverse_LOF,Nfe_43k_LOF,Nfe_440k_LOF,All_LOF,afr_LOF,asj_LOF,eas_LOF,sas_LOF,nfe_20k_LOF,possible_lof,mu_mis,mu_syn,mu_lof,total_var,LOF_FDR_Diverse43k,LOF_FDR_NFE43k,LOF_FDR_NFE440k,LOF_FDR_FullDataset,LOF_FDR_AFR,LOF_FDR_ASJ,LOF_FDR_EAS,LOF_FDR_SAS,LOF_FDR_NFE20k
AC005013.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005020.2,3,2,3,4,0,0,1,3,0,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005037.1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005041.1,2,0,1,3,0,0,2,0,0,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005225.3,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005258.1,1,0,2,2,0,0,0,0,1,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005262.2,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005264.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005281.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005324.4,4,7,20,21,2,0,2,1,2,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005520.1,0,0,2,2,0,0,0,0,0,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005586.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005609.5,1,0,1,2,0,0,0,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005697.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005722.3,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005726.1,1,0,1,2,0,0,1,0,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005746.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005759.1,0,1,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005789.1,0,2,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005899.4,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005954.2,1,1,2,3,0,0,0,1,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006042.2,0,1,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006059.1,2,1,1,2,1,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006064.2,0,0,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006064.4,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006064.6,0,0,4,4,0,0,0,0,0,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006148.1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006254.1,2,1,2,3,0,0,0,2,0,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006435.2,1,2,4,4,0,0,0,0,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006449.3,0,1,3,3,0,0,0,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006518.7,5,1,7,10,4,0,0,0,1,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006538.2,3,3,4,4,1,2,0,2,3,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006557.3,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007040.1,0,0,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007040.2,1,2,2,2,0,0,0,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007192.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007240.1,2,0,5,7,1,0,0,1,0,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007271.1,1,0,2,2,0,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007314.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007405.3,1,1,2,3,0,1,0,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007493.2,1,0,2,2,0,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007731.5,2,3,6,6,0,0,0,1,1,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007743.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007966.1,1,1,1,1,1,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008073.3,6,7,19,21,4,2,1,1,3,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008250.1,1,0,1,1,0,1,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008378.1,1,1,2,2,1,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008397.2,1,3,5,6,1,0,0,0,0,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008403.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008443.6,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008551.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008560.1,7,9,23,27,4,0,0,1,2,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008591.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008649.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008667.2,3,0,0,3,0,0,1,2,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008687.4,19,12,34,44,2,0,2,8,9,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008687.8,5,2,9,12,3,0,0,0,2,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008738.5,0,0,3,3,0,0,0,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008750.2,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008750.3,2,0,2,3,0,0,1,2,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008750.4,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008761.1,2,0,2,3,1,0,0,1,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008763.2,1,1,4,4,0,0,0,1,1,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008763.3,1,1,3,3,0,0,0,0,1,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008764.1,0,1,3,3,0,0,0,0,0,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008764.4,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008770.1,4,5,10,12,0,0,0,2,2,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008770.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008878.1,1,1,2,2,0,0,0,0,1,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008878.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008878.3,0,1,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008914.1,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009060.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009065.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009097.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009097.2,2,1,3,3,0,0,0,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009113.2,1,1,1,1,0,1,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009119.2,2,1,4,5,2,1,1,1,1,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009123.1,3,1,2,4,0,0,1,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009133.1,2,0,2,2,0,0,0,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009133.2,3,2,2,3,0,0,0,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009133.6,2,0,1,2,0,1,0,0,1,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009134.1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009139.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009163.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009228.1,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009303.2,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009477.2,4,4,9,9,0,0,1,0,4,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009487.1,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009501.1,1,1,2,2,1,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009511.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009554.1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009562.1,2,1,3,4,1,0,0,0,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009563.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009630.3,0,0,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009779.3,4,4,11,13,0,0,0,3,1,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009948.1,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009950.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010127.1,2,1,4,4,0,0,0,0,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010230.1,1,1,3,3,1,0,0,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010255.3,9,2,15,17,3,0,3,1,4,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010273.1,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010319.2,2,2,2,2,0,1,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010326.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010327.1,2,0,1,2,1,0,0,0,1,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010327.3,1,0,2,2,1,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010336.3,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010401.1,3,1,1,3,1,0,0,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010522.1,2,0,0,2,1,0,0,2,0,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010531.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010616.1,6,3,24,26,3,1,0,0,3,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010618.3,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010619.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010624.3,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010646.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010655.2,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010776.2,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010834.1,1,0,1,2,1,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010907.1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010978.1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011005.1,23,11,40,51,8,1,1,6,12,NA,NA,NA,NA,484,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011195.2,3,2,4,5,1,0,0,0,2,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011446.2,3,1,1,3,2,0,0,0,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011448.1,4,3,8,11,2,0,0,1,1,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011455.1,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011455.2,4,6,8,8,3,1,1,3,2,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011466.3,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011468.2,2,0,1,3,1,0,1,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011472.2,1,0,1,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011473.4,17,6,26,34,5,0,4,1,8,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011479.1,0,0,4,4,0,0,0,0,0,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011495.3,1,0,0,1,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011498.4,2,4,5,5,1,0,0,2,1,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011498.6,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011499.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011510.1,0,1,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011511.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011530.1,2,1,1,2,0,0,1,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011604.2,28,16,52,63,9,3,4,12,11,NA,NA,NA,NA,634,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011611.3,2,1,2,2,1,0,0,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC011997.1,1,1,2,2,0,0,0,0,1,58,1.19E-06,2.79E-07,2.35E-07,2,1.889751369,1.889751369,3.779502739,3.779502739,0,0,0,0,1.889751369
AC012254.1,1,0,0,1,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC012309.1,1,0,3,4,1,0,0,0,0,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC012358.3,1,2,4,5,0,0,0,1,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC012485.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC012615.6,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC012636.1,1,1,1,2,1,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC013356.4,1,1,3,3,1,0,0,0,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC015563.2,1,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC015802.6,3,1,3,5,1,0,0,1,1,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC015911.6,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC015971.1,0,1,3,3,0,0,0,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC016595.1,2,2,4,4,0,0,0,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC016597.1,1,0,1,1,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC016644.1,0,0,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC016876.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC016912.2,2,1,1,2,1,0,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC017000.1,1,1,2,2,0,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC017083.3,6,2,11,14,2,0,1,0,3,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC017116.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC018511.2,1,1,2,2,0,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC018512.1,1,0,3,4,1,0,0,0,0,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC018523.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC018552.2,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC018630.2,1,1,3,3,0,0,0,0,1,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC018755.2,18,13,37,44,7,1,0,7,11,NA,NA,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC019163.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC019349.1,2,0,2,3,1,0,1,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020611.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020663.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020909.3,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020914.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020915.1,1,1,3,3,0,0,0,0,1,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020915.5,0,1,2,2,0,0,0,0,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020928.1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020934.1,3,0,1,3,1,0,0,2,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC020934.2,1,0,0,1,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC021097.2,2,0,4,5,2,0,0,1,0,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC021491.2,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022101.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022150.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022165.1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022167.2,1,0,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022201.2,2,1,1,2,1,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022239.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022384.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022395.1,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022400.3,0,0,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022762.1,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022826.2,3,2,11,12,2,0,0,1,1,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023055.1,3,2,8,9,1,0,0,1,2,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023194.3,0,0,2,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023355.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023389.1,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023421.2,1,0,1,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023509.3,1,0,1,2,1,0,0,0,0,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023906.4,1,0,0,1,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC023908.2,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC024267.6,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC024592.3,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC025043.1,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC025154.1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC025165.1,0,0,3,3,0,0,0,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC025165.2,1,1,1,2,1,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC025165.3,2,1,2,3,1,0,0,0,1,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC025259.3,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC025265.1,2,1,1,2,1,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC025271.2,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
